"states","years","quarter","district","transaction_count","transaction_amount"
"Arunachal Pradesh",2022,4,"papum pare district","249","557453"
"Arunachal Pradesh",2022,4,"kurung kumey district","2","1617"
"Arunachal Pradesh",2022,4,"anjaw district","5","15990"
"Arunachal Pradesh",2022,4,"siang district","8","25817"
"Arunachal Pradesh",2022,4,"lower siang district","3","14716"
"Arunachal Pradesh",2022,4,"kra daadi district","2","2861"
"Arunachal Pradesh",2022,4,"changlang district","39","92295"
"Arunachal Pradesh",2022,4,"pakke kessang district","4","9380"
"Arunachal Pradesh",2022,4,"dibang valley district","1","1273"
"Arunachal Pradesh",2022,4,"west kameng district","53","140810"
"Arunachal Pradesh",2022,4,"shi yomi district","1","56"
"Arunachal Pradesh",2022,4,"east siang district","33","62867"
"Arunachal Pradesh",2022,4,"upper subansiri district","7","6741"
"Arunachal Pradesh",2022,4,"east kameng district","11","18432"
"Arunachal Pradesh",2022,4,"lohit district","35","74057"
"Arunachal Pradesh",2022,4,"lepa rada district","4","11158"
"Arunachal Pradesh",2022,4,"tawang district","32","117810"
"Arunachal Pradesh",2022,4,"namsai district","25","52176"
"Arunachal Pradesh",2023,1,"lower dibang valley district","17","32562"
"Arunachal Pradesh",2023,1,"lower subansiri district","18","52453"
"Arunachal Pradesh",2023,1,"longding district","11","38902"
"Arunachal Pradesh",2023,1,"west siang district","26","77049"
"Arunachal Pradesh",2023,1,"upper siang district","13","45923"
"Arunachal Pradesh",2023,1,"tirap district","20","42058"
"Arunachal Pradesh",2023,1,"papum pare district","214","609907"
"Arunachal Pradesh",2023,1,"kurung kumey district","2","11687"
"Arunachal Pradesh",2023,1,"anjaw district","1","1257"
"Arunachal Pradesh",2023,1,"siang district","6","22077"
"Arunachal Pradesh",2023,1,"lower siang district","11","24273"
"Arunachal Pradesh",2023,1,"kra daadi district","1","56"
"Arunachal Pradesh",2023,1,"changlang district","58","150506"
"Arunachal Pradesh",2023,1,"pakke kessang district","1","323"
"Arunachal Pradesh",2023,1,"west kameng district","58","148766"
"Arunachal Pradesh",2023,1,"shi yomi district","2","7170"
"Arunachal Pradesh",2023,1,"east siang district","45","131785"
"Arunachal Pradesh",2023,1,"upper subansiri district","9","15828"
"Arunachal Pradesh",2023,1,"east kameng district","12","38909"
"Arunachal Pradesh",2023,1,"lohit district","22","48743"
"Arunachal Pradesh",2023,1,"lepa rada district","2","1470"
"Arunachal Pradesh",2023,1,"tawang district","43","177062"
"Arunachal Pradesh",2023,1,"namsai district","14","68709"
"Arunachal Pradesh",2023,2,"lower dibang valley district","29","51944"
"Arunachal Pradesh",2023,2,"lower subansiri district","17","50690"
"Arunachal Pradesh",2023,2,"longding district","6","11281"
"Arunachal Pradesh",2023,2,"west siang district","27","85810"
"Arunachal Pradesh",2023,2,"kamle district","1","1461"
"Arunachal Pradesh",2023,2,"upper siang district","13","43078"
"Arunachal Pradesh",2023,2,"tirap district","21","70549"
"Arunachal Pradesh",2023,2,"papum pare district","261","767297"
"Arunachal Pradesh",2023,2,"kurung kumey district","1","36"
"Arunachal Pradesh",2023,2,"anjaw district","2","7504"
"Arunachal Pradesh",2023,2,"siang district","4","7411"
"Arunachal Pradesh",2023,2,"lower siang district","6","33183"
"Arunachal Pradesh",2023,2,"changlang district","48","182270"
"Arunachal Pradesh",2023,2,"pakke kessang district","1","3561"
"Arunachal Pradesh",2023,2,"west kameng district","87","278705"
"Arunachal Pradesh",2023,2,"shi yomi district","1","7321"
"Arunachal Pradesh",2023,2,"east siang district","49","134410"
"Arunachal Pradesh",2023,2,"upper subansiri district","9","21737"
"Arunachal Pradesh",2023,2,"east kameng district","12","32842"
"Arunachal Pradesh",2023,2,"lohit district","29","65934"
"Arunachal Pradesh",2023,2,"lepa rada district","7","24722"
"Arunachal Pradesh",2023,2,"tawang district","31","117759"
"Arunachal Pradesh",2023,2,"namsai district","34","96483"
"Arunachal Pradesh",2023,3,"lower dibang valley district","39","140365"
"Arunachal Pradesh",2023,3,"lower subansiri district","13","22876"
"Arunachal Pradesh",2023,3,"longding district","3","21679"
"Arunachal Pradesh",2023,3,"west siang district","23","92531"
"Arunachal Pradesh",2023,3,"kamle district","2","3826"
"Arunachal Pradesh",2023,3,"upper siang district","10","21601"
"Arunachal Pradesh",2023,3,"tirap district","38","135660"
"Arunachal Pradesh",2023,3,"papum pare district","285","696186"
"Arunachal Pradesh",2023,3,"kurung kumey district","6","11543"
"Arunachal Pradesh",2023,3,"anjaw district","1","5822"
"Arunachal Pradesh",2023,3,"lower siang district","6","11486"
"Arunachal Pradesh",2023,3,"kra daadi district","1","36"
"Arunachal Pradesh",2023,3,"changlang district","44","108703"
"Arunachal Pradesh",2023,3,"pakke kessang district","2","1638"
"Arunachal Pradesh",2023,3,"dibang valley district","1","1600"
"Arunachal Pradesh",2023,3,"west kameng district","65","185636"
"Arunachal Pradesh",2023,3,"shi yomi district","1","3580"
"Arunachal Pradesh",2023,3,"east siang district","59","113780"
"Arunachal Pradesh",2023,3,"upper subansiri district","11","23048"
"Arunachal Pradesh",2023,3,"east kameng district","6","15582"
"Arunachal Pradesh",2023,3,"lohit district","29","102043"
"Arunachal Pradesh",2023,3,"tawang district","39","129855"
"Arunachal Pradesh",2023,3,"namsai district","34","55710"
"Arunachal Pradesh",2023,4,"lower dibang valley district","35","81825"
"Arunachal Pradesh",2023,4,"lower subansiri district","13","21089"
"Arunachal Pradesh",2023,4,"longding district","6","19165"
"Arunachal Pradesh",2023,4,"west siang district","48","119227"
"Arunachal Pradesh",2023,4,"kamle district","1","11668"
"Arunachal Pradesh",2023,4,"upper siang district","10","22705"
"Arunachal Pradesh",2023,4,"tirap district","32","74981"
"Arunachal Pradesh",2023,4,"papum pare district","318","852980"
"Arunachal Pradesh",2023,4,"kurung kumey district","4","1354"
"Arunachal Pradesh",2023,4,"anjaw district","3","18810"
"Arunachal Pradesh",2023,4,"siang district","2","4226"
"Arunachal Pradesh",2023,4,"lower siang district","9","42641"
"Arunachal Pradesh",2023,4,"changlang district","47","94883"
"Arunachal Pradesh",2023,4,"pakke kessang district","3","1695"
"Arunachal Pradesh",2023,4,"dibang valley district","2","20681"
"Arunachal Pradesh",2023,4,"west kameng district","67","190405"
"Arunachal Pradesh",2023,4,"shi yomi district","2","6149"
"Arunachal Pradesh",2023,4,"east siang district","42","109484"
"Arunachal Pradesh",2023,4,"upper subansiri district","14","19213"
"Arunachal Pradesh",2023,4,"east kameng district","18","17324"
"Arunachal Pradesh",2023,4,"lohit district","34","77356"
"Arunachal Pradesh",2023,4,"lepa rada district","5","9401"
"Arunachal Pradesh",2023,4,"tawang district","45","167579"
"Arunachal Pradesh",2023,4,"namsai district","49","120567"
"Arunachal Pradesh",2024,1,"lower dibang valley district","48","123833"
"Arunachal Pradesh",2024,1,"lower subansiri district","31","47226"
"Arunachal Pradesh",2024,1,"longding district","9","25954"
"Arunachal Pradesh",2024,1,"west siang district","49","128839"
"Arunachal Pradesh",2024,1,"kamle district","10","15390"
"Arunachal Pradesh",2024,1,"upper siang district","13","23424"
"Arunachal Pradesh",2024,1,"tirap district","25","68242"
"Arunachal Pradesh",2024,1,"papum pare district","415","902815"
"Arunachal Pradesh",2024,1,"kurung kumey district","5","7023"
"Arunachal Pradesh",2024,1,"anjaw district","5","6965"
"Arunachal Pradesh",2024,1,"siang district","7","16226"
"Arunachal Pradesh",2024,1,"lower siang district","11","29243"
"Arunachal Pradesh",2024,1,"kra daadi district","4","616"
"Arunachal Pradesh",2024,1,"changlang district","60","119720"
"Arunachal Pradesh",2024,1,"pakke kessang district","3","7499"
"Arunachal Pradesh",2024,1,"dibang valley district","1","61"
"Arunachal Pradesh",2024,1,"west kameng district","109","264851"
"Arunachal Pradesh",2024,1,"shi yomi district","1","1169"
"Arunachal Pradesh",2024,1,"east siang district","88","195598"
"Arunachal Pradesh",2024,1,"upper subansiri district","25","54281"
"Arunachal Pradesh",2024,1,"east kameng district","20","25006"
"Arunachal Pradesh",2024,1,"lohit district","58","125916"
"Arunachal Pradesh",2024,1,"lepa rada district","9","31689"
"Arunachal Pradesh",2024,1,"tawang district","57","123314"
"Arunachal Pradesh",2024,1,"namsai district","37","74800"
"Assam",2020,2,"tinsukia district","41","8863"
"Assam",2020,2,"lakhimpur district","34","7772"
"Assam",2020,2,"kamrup district","24","7156"
"Assam",2020,2,"kokrajhar district","13","2874"
"Assam",2020,2,"karbi anglong district","12","2671"
"Assam",2020,2,"sivasagar district","16","3682"
"Assam",2020,2,"dibrugarh district","40","8918"
"Assam",2020,2,"south salmara mancachar district","1","238"
"Assam",2020,2,"nagaon district","52","11413"
"Assam",2020,2,"dhubri district","19","4391"
"Assam",2020,2,"golaghat district","25","5694"
"Assam",2020,2,"udalguri district","14","3303"
"Assam",2020,2,"majuli district","4","975"
"Assam",2020,2,"sonitpur district","46","10879"
"Assam",2020,2,"hojai district","11","2588"
"Assam",2020,2,"marigaon district","9","2222"
"Assam",2020,2,"chirang district","5","1273"
"Assam",2020,2,"cachar district","31","6886"
"Assam",2020,2,"nalbari district","16","3098"
"Assam",2020,2,"west karbi anglong district","2","462"
"Assam",2020,2,"dhemaji district","15","3549"
"Assam",2020,2,"karimganj district","27","6710"
"Assam",2020,2,"bongaigaon district","30","6850"
"Assam",2020,2,"dima hasao district","8","1453"
"Assam",2020,2,"baksa district","20","4391"
"Assam",2020,2,"charaideo district","11","2481"
"Assam",2020,2,"darrang district","3","750"
"Assam",2020,2,"kamrup metropolitan district","388","73071"
"Assam",2020,2,"hailakandi district","4","1088"
"Assam",2020,2,"barpeta district","22","5473"
"Assam",2020,2,"goalpara district","9","2048"
"Assam",2020,2,"biswanath district","3","1172"
"Assam",2020,2,"jorhat district","23","5640"
"Assam",2020,3,"tinsukia district","82","25873"
"Assam",2020,3,"lakhimpur district","41","9115"
"Assam",2020,3,"kamrup district","100","27927"
"Assam",2020,3,"kokrajhar district","39","15632"
"Assam",2020,3,"karbi anglong district","43","11732"
"Assam",2020,3,"sivasagar district","56","17709"
"Assam",2020,3,"dibrugarh district","95","28716"
"Assam",2020,3,"south salmara mancachar district","7","1508"
"Assam",2020,3,"nagaon district","111","29094"
"Assam",2020,3,"dhubri district","32","7379"
"Assam",2020,3,"golaghat district","56","13665"
"Assam",2020,3,"udalguri district","23","6346"
"Assam",2020,3,"majuli district","1","281"
"Assam",2020,3,"sonitpur district","88","26070"
"Assam",2020,3,"hojai district","29","7810"
"Assam",2020,3,"marigaon district","49","8771"
"Assam",2020,3,"chirang district","20","3667"
"Assam",2020,3,"cachar district","98","28618"
"Assam",2020,3,"nalbari district","33","11032"
"Assam",2020,3,"west karbi anglong district","6","1790"
"Assam",2020,3,"dhemaji district","38","10985"
"Assam",2020,3,"karimganj district","46","13114"
"Assam",2020,3,"bongaigaon district","72","20029"
"Assam",2020,3,"dima hasao district","8","2605"
"Assam",2020,3,"baksa district","27","6136"
"Assam",2020,3,"charaideo district","20","4314"
"Assam",2020,3,"darrang district","43","10388"
"Assam",2020,3,"kamrup metropolitan district","698","186125"
"Assam",2020,3,"hailakandi district","28","6793"
"Assam",2020,3,"barpeta district","98","22486"
"Assam",2020,3,"goalpara district","34","10049"
"Assam",2020,3,"biswanath district","23","4173"
"Assam",2020,3,"jorhat district","62","19518"
"Assam",2020,4,"tinsukia district","121","110036"
"Assam",2020,4,"lakhimpur district","67","58751"
"Assam",2020,4,"kamrup district","110","73472"
"Assam",2020,4,"kokrajhar district","54","30297"
"Assam",2020,4,"karbi anglong district","29","13855"
"Assam",2020,4,"sivasagar district","48","41901"
"Assam",2020,4,"dibrugarh district","97","85549"
"Assam",2020,4,"south salmara mancachar district","10","6446"
"Assam",2020,4,"nagaon district","147","104375"
"Assam",2020,4,"dhubri district","62","32215"
"Assam",2020,4,"golaghat district","54","56656"
"Assam",2020,4,"udalguri district","27","20128"
"Assam",2020,4,"majuli district","7","2174"
"Assam",2020,4,"sonitpur district","101","76365"
"Assam",2020,4,"hojai district","50","28113"
"Assam",2020,4,"marigaon district","34","19642"
"Assam",2020,4,"chirang district","13","8033"
"Assam",2020,4,"cachar district","91","63874"
"Assam",2020,4,"nalbari district","49","25777"
"Assam",2020,4,"west karbi anglong district","13","9967"
"Assam",2020,4,"dhemaji district","48","26663"
"Assam",2020,4,"karimganj district","45","24940"
"Assam",2020,4,"bongaigaon district","69","45817"
"Assam",2020,4,"dima hasao district","5","4452"
"Assam",2020,4,"baksa district","46","29371"
"Assam",2020,4,"charaideo district","21","18610"
"Assam",2020,4,"darrang district","57","39620"
"Assam",2020,4,"kamrup metropolitan district","626","534531"
"Assam",2020,4,"hailakandi district","22","14368"
"Assam",2020,4,"barpeta district","121","89658"
"Assam",2020,4,"goalpara district","50","28453"
"Assam",2020,4,"biswanath district","37","21580"
"Assam",2020,4,"jorhat district","82","61112"
"Assam",2021,1,"tinsukia district","108","99440"
"Assam",2021,1,"lakhimpur district","61","56410"
"Assam",2021,1,"kamrup district","137","97851"
"Assam",2021,1,"kokrajhar district","83","60512"
"Assam",2021,1,"karbi anglong district","39","22446"
"Assam",2021,1,"sivasagar district","47","34100"
"Assam",2021,1,"dibrugarh district","91","81680"
"Assam",2021,1,"south salmara mancachar district","16","8769"
"Assam",2021,1,"nagaon district","151","91536"
"Assam",2021,1,"dhubri district","76","58877"
"Assam",2021,1,"golaghat district","75","49067"
"Assam",2021,1,"udalguri district","52","36482"
"Assam",2021,1,"majuli district","8","5398"
"Assam",2021,1,"sonitpur district","162","151386"
"Assam",2021,1,"hojai district","57","50103"
"Assam",2021,1,"marigaon district","78","43375"
"Assam",2021,1,"chirang district","20","18398"
"Assam",2021,1,"cachar district","138","111672"
"Assam",2021,1,"nalbari district","77","63771"
"Assam",2021,1,"west karbi anglong district","14","14529"
"Assam",2021,1,"dhemaji district","84","48008"
"Assam",2021,1,"karimganj district","64","75039"
"Assam",2021,1,"bongaigaon district","56","38810"
"Assam",2021,1,"dima hasao district","20","12733"
"Assam",2021,1,"baksa district","61","26406"
"Assam",2021,1,"charaideo district","36","31975"
"Assam",2021,1,"darrang district","56","42029"
"Assam",2021,1,"kamrup metropolitan district","909","638404"
"Assam",2021,1,"hailakandi district","43","56147"
"Assam",2021,1,"barpeta district","138","94523"
"Assam",2021,1,"goalpara district","74","29286"
"Assam",2021,1,"biswanath district","46","17216"
"Assam",2021,1,"jorhat district","90","68041"
"Assam",2021,2,"tinsukia district","123","137739"
"Assam",2021,2,"lakhimpur district","81","79568"
"Assam",2021,2,"kamrup district","131","151795"
"Assam",2021,2,"kokrajhar district","60","80473"
"Assam",2021,2,"karbi anglong district","56","73096"
"Assam",2021,2,"sivasagar district","58","92699"
"Assam",2021,2,"dibrugarh district","138","138262"
"Assam",2021,2,"south salmara mancachar district","19","12826"
"Assam",2021,2,"nagaon district","139","99192"
"Assam",2021,2,"dhubri district","92","89465"
"Assam",2021,2,"golaghat district","82","64125"
"Assam",2021,2,"udalguri district","61","40310"
"Assam",2021,2,"majuli district","8","17050"
"Assam",2021,2,"sonitpur district","166","149754"
"Assam",2021,2,"hojai district","64","92629"
"Assam",2021,2,"marigaon district","80","66635"
"Assam",2021,2,"chirang district","22","24284"
"Assam",2021,2,"cachar district","125","110721"
"Assam",2021,2,"nalbari district","82","64676"
"Assam",2021,2,"west karbi anglong district","7","2365"
"Assam",2021,2,"dhemaji district","65","42833"
"Assam",2021,2,"karimganj district","64","53606"
"Assam",2021,2,"bongaigaon district","77","44942"
